File Name,Bitrate (kbps),Quality Category,Size (MB),Artist,Title,Album
102. Bad Boys Blue - Hungry For Love (club Mix).mp3,324,High Bitrate (256-400 kbps),13.69,Unknown,Unknown,Unknown
28. Albert One - Hopes And Dreams (the Rimini Beach Version).mp3,324,High Bitrate (256-400 kbps),13.17,Unknown,Unknown,Unknown
551. Grant Miller - California Train.mp3,324,High Bitrate (256-400 kbps),11.68,Unknown,Unknown,Unknown
839. Michael Fortunati - Michael Fortunati Megamix.mp3,324,High Bitrate (256-400 kbps),13.79,Unknown,Unknown,Unknown
"416. Earth, Wind & Fire - Earth, Wind & Fire.mp3",324,High Bitrate (256-400 kbps),9.53,Unknown,Unknown,Unknown
761. Lime - Unexpected Lovers.mp3,324,High Bitrate (256-400 kbps),13.89,Unknown,Unknown,Unknown
147. Donna Summer - She Works Hard For The Money (Single Version).mp3,324,High Bitrate (256-400 kbps),12.39,Unknown,Unknown,Unknown
643. John Farnham - You're The Voice.mp3,324,High Bitrate (256-400 kbps),11.68,Unknown,Unknown,Unknown
710. Kool & The Gang - Cherish.mp3,324,High Bitrate (256-400 kbps),10.99,Unknown,Unknown,Unknown
731. Laid Back - White Horse (U.S. Mix).mp3,324,High Bitrate (256-400 kbps),13.30,Unknown,Unknown,Unknown
538. Gina - Let Me Free (Dance Version).mp3,324,High Bitrate (256-400 kbps),12.92,Unknown,Unknown,Unknown
1148. Self Service - Special Night.mp3,324,High Bitrate (256-400 kbps),13.12,Unknown,Unknown,Unknown
216. C.C. Catch - Cause You Are You Young (Maxi Version).mp3,324,High Bitrate (256-400 kbps),11.19,Unknown,Unknown,Unknown
464. Fancy - Bolero (hold Me In Your Arms Again) (12'' Version).mp3,324,High Bitrate (256-400 kbps),13.01,Unknown,Unknown,Unknown
081. Marc Almond - Something's Gotten Hold Of My Heart.mp3,324,High Bitrate (256-400 kbps),10.83,Unknown,Unknown,Unknown
009. Savage - Goodbye.mp3,324,High Bitrate (256-400 kbps),10.65,Unknown,Unknown,Unknown
083. Kaoma - Dancando Lambada.mp3,324,High Bitrate (256-400 kbps),10.96,Unknown,Unknown,Unknown
742. Lee Marrow - Mr. Fantasy.mp3,324,High Bitrate (256-400 kbps),12.50,Unknown,Unknown,Unknown
465. Fancy - Bolero.mp3,324,High Bitrate (256-400 kbps),13.05,Unknown,Unknown,Unknown
137. Bill Withers - Lovely Day (7 Sunshine Mix).mp3,324,High Bitrate (256-400 kbps),9.57,Unknown,Unknown,Unknown
1155. Shanghai - Ballerina (Special 12'' Club Mix).mp3,324,High Bitrate (256-400 kbps),11.98,Unknown,Unknown,Unknown
735. Laser Light - Latin Lover.mp3,324,High Bitrate (256-400 kbps),11.65,Unknown,Unknown,Unknown
450. F.R. David - Sahara Night.mp3,324,High Bitrate (256-400 kbps),14.14,Unknown,Unknown,Unknown
840. Michael Maltese - It Isn't Changed.mp3,324,High Bitrate (256-400 kbps),13.25,Unknown,Unknown,Unknown
463. Fancy - Bodyguard.mp3,324,High Bitrate (256-400 kbps),14.81,Unknown,Unknown,Unknown
1169. Silent Circle - I Am Your Believer (Remix).mp3,324,High Bitrate (256-400 kbps),12.05,Unknown,Unknown,Unknown
754. Lian Ross - Say You'll Never.mp3,324,High Bitrate (256-400 kbps),15.45,Unknown,Unknown,Unknown
530. Gene Ramone - Romantic Face.mp3,324,High Bitrate (256-400 kbps),11.38,Unknown,Unknown,Unknown
890. Morgana - C'est Cupidon.mp3,324,High Bitrate (256-400 kbps),12.28,Unknown,Unknown,Unknown
1243. Talk Talk - Such A Shame.mp3,324,High Bitrate (256-400 kbps),13.22,Unknown,Unknown,Unknown
899. Mozzart - Malice And Vice (Extended).mp3,324,High Bitrate (256-400 kbps),12.45,Unknown,Unknown,Unknown
126. Barry Lane - Take A Chance.mp3,324,High Bitrate (256-400 kbps),11.91,Unknown,Unknown,Unknown
566. Heatwave - The Groove Line.mp3,324,High Bitrate (256-400 kbps),9.95,Unknown,Unknown,Unknown
900. Mozzart - Money.mp3,324,High Bitrate (256-400 kbps),13.65,Unknown,Unknown,Unknown
76. Astaire - Turn Me On Again.mp3,324,High Bitrate (256-400 kbps),14.35,Unknown,Unknown,Unknown
1349. Valerie Dore - King Arthur.mp3,324,High Bitrate (256-400 kbps),13.28,Unknown,Unknown,Unknown
895. Moses - We Just.mp3,324,High Bitrate (256-400 kbps),11.19,Unknown,Unknown,Unknown
045.Bomfunk MC's - Freestyler.mp3,324,High Bitrate (256-400 kbps),11.84,Unknown,Unknown,Unknown
100.Lasgo - Something (Extended Mix).mp3,324,High Bitrate (256-400 kbps),12.28,Unknown,Unknown,Unknown
063. Robert Palmer - Simply Irresistible.mp3,324,High Bitrate (256-400 kbps),9.83,Unknown,Unknown,Unknown
1066. Roni Griffith - Love Is The Drug.mp3,324,High Bitrate (256-400 kbps),11.42,Unknown,Unknown,Unknown
727. Laid Back - Bakerman.mp3,324,High Bitrate (256-400 kbps),10.73,Unknown,Unknown,Unknown
1079. Roy - Shooting Star (Six Times).mp3,324,High Bitrate (256-400 kbps),14.62,Unknown,Unknown,Unknown
1246. Tango - Computerized Love.mp3,324,High Bitrate (256-400 kbps),12.12,Unknown,Unknown,Unknown
092. Levert - Casanova.mp3,324,High Bitrate (256-400 kbps),10.14,Unknown,Unknown,Unknown
024. A-Ha - The Sun Always Shines On T.V..mp3,324,High Bitrate (256-400 kbps),11.68,Unknown,Unknown,Unknown
919. Night Force - Hold The Night.mp3,324,High Bitrate (256-400 kbps),12.40,Unknown,Unknown,Unknown
2. 1000 OHM - The Claim.mp3,324,High Bitrate (256-400 kbps),11.29,Unknown,Unknown,Unknown
181. Bonnie Bianco - Miss You So.mp3,324,High Bitrate (256-400 kbps),11.27,Unknown,Unknown,Unknown
158. Blue System - She's A Lady.mp3,324,High Bitrate (256-400 kbps),11.61,Unknown,Unknown,Unknown
624. Jessica - Chinese Magic (Extended Mix).mp3,324,High Bitrate (256-400 kbps),12.33,Unknown,Unknown,Unknown
055. Ankie Bagger - Where Were You Last Night.mp3,324,High Bitrate (256-400 kbps),9.61,Unknown,Unknown,Unknown
049. Rod Stewart - Some Guys Have All The Luck (2008 Version).mp3,324,High Bitrate (256-400 kbps),10.60,Unknown,Unknown,Unknown
061. Al Jarreau - Mornin’.mp3,324,High Bitrate (256-400 kbps),9.99,Unknown,Unknown,Unknown
238. Camaro's - Companero (Vocal).mp3,324,High Bitrate (256-400 kbps),16.19,Unknown,Unknown,Unknown
1190. Solid Strangers - Gimme The Light.mp3,324,High Bitrate (256-400 kbps),13.77,Unknown,Unknown,Unknown
1084. Sabrina - All Of Me (boy Oh Boy) (Extended).mp3,324,High Bitrate (256-400 kbps),12.07,Unknown,Unknown,Unknown
849. Mike Mareen - Agent Of Liberty.mp3,324,High Bitrate (256-400 kbps),10.26,Unknown,Unknown,Unknown
834. Michael Bedford - Tonight (12'' Version).mp3,324,High Bitrate (256-400 kbps),12.10,Unknown,Unknown,Unknown
245. Carlos Hammond - Nuevo Despertar.mp3,324,High Bitrate (256-400 kbps),13.19,Unknown,Unknown,Unknown
335. De Blanc - Hush.mp3,324,High Bitrate (256-400 kbps),10.57,Unknown,Unknown,Unknown
251. Cartoon - Never Ending Love (Special Long Version).mp3,324,High Bitrate (256-400 kbps),12.41,Unknown,Unknown,Unknown
695. Kenny Masterss.o.s. - Fire In My Heart.mp3,324,High Bitrate (256-400 kbps),12.89,Unknown,Unknown,Unknown
914. New Company - Tomorrow (Vocal Version).mp3,324,High Bitrate (256-400 kbps),12.64,Unknown,Unknown,Unknown
605. Jackie Rawe - I Believe In Dreams.mp3,324,High Bitrate (256-400 kbps),13.43,Unknown,Unknown,Unknown
182. Bonnie Bianco - The Heart Is A Lonely Hunter (us Dance Mix).mp3,324,High Bitrate (256-400 kbps),14.40,Unknown,Unknown,Unknown
789. Ma Ritter - You Are The One.mp3,324,High Bitrate (256-400 kbps),13.14,Unknown,Unknown,Unknown
190. Boys Next Door - Stop Watch Killer.mp3,324,High Bitrate (256-400 kbps),13.30,Unknown,Unknown,Unknown
227. C.C. Catch - Nothing But A Heartache (long Version).mp3,324,High Bitrate (256-400 kbps),11.87,Unknown,Unknown,Unknown
907. Murray Head - One Night In Bangkok.mp3,324,High Bitrate (256-400 kbps),11.70,Unknown,Unknown,Unknown
105. Rainbow Team - Bite The Apple.mp3,324,High Bitrate (256-400 kbps),11.07,Unknown,Unknown,Unknown
998. Premio Nobel - Baby Doll (12'' Version).mp3,324,High Bitrate (256-400 kbps),14.02,Unknown,Unknown,Unknown
805. Mark Tower - You Aren't Fall In Love.mp3,324,High Bitrate (256-400 kbps),11.95,Unknown,Unknown,Unknown
128. Baumann - Strangers In The Night.mp3,324,High Bitrate (256-400 kbps),11.49,Unknown,Unknown,Unknown
768. Lisa Stansfield - All Around The World.mp3,324,High Bitrate (256-400 kbps),10.34,Unknown,Unknown,Unknown
133. Bernie Paul - Attenzione  Go Go Radio (12'' Version).mp3,324,High Bitrate (256-400 kbps),14.73,Unknown,Unknown,Unknown
1050. Righeira - No Tengo Dinero.mp3,324,High Bitrate (256-400 kbps),12.76,Unknown,Unknown,Unknown
495. France Joli - Party Lights.mp3,324,High Bitrate (256-400 kbps),12.57,Unknown,Unknown,Unknown
307. Cyber People - Digital Signal Processor.mp3,324,High Bitrate (256-400 kbps),15.99,Unknown,Unknown,Unknown
"099. Chris Rea - The Road To Hell, Pt. Ii (2019 Remaster).mp3",324,High Bitrate (256-400 kbps),10.53,Unknown,Unknown,Unknown
1202. Spandau Ballet - True.mp3,324,High Bitrate (256-400 kbps),13.14,Unknown,Unknown,Unknown
81. Atrium - Week-end (Extended Version).mp3,324,High Bitrate (256-400 kbps),12.77,Unknown,Unknown,Unknown
707. Kinky Go - You You You (Dual Version).mp3,324,High Bitrate (256-400 kbps),12.68,Unknown,Unknown,Unknown
"925. Noe Willer - Toi, Femme Publique (Remix).mp3",324,High Bitrate (256-400 kbps),10.57,Unknown,Unknown,Unknown
089. Zapp - More Bounce To The Ounce.mp3,324,High Bitrate (256-400 kbps),12.01,Unknown,Unknown,Unknown
625. Jessica - Like A Burning Star.mp3,324,High Bitrate (256-400 kbps),11.61,Unknown,Unknown,Unknown
1378. Whitesnake - Is This Love.mp3,324,High Bitrate (256-400 kbps),10.87,Unknown,Unknown,Unknown
1076. Roxanne - Give A Little Love (Maxi Version).mp3,324,High Bitrate (256-400 kbps),12.71,Unknown,Unknown,Unknown
940. Oran 'juice' Jones - The Rain.mp3,324,High Bitrate (256-400 kbps),11.85,Unknown,Unknown,Unknown
037. Tina Turner - We Don't Need Another Hero (Thunderdome).mp3,324,High Bitrate (256-400 kbps),9.80,Unknown,Unknown,Unknown
556. Grant Miller - Wings Of Love (Extended Version).mp3,324,High Bitrate (256-400 kbps),12.33,Unknown,Unknown,Unknown
608. Jacky Dean Foundation - Caravan Of Love (the Dance Version).mp3,324,High Bitrate (256-400 kbps),13.10,Unknown,Unknown,Unknown
927. Norma Lewis - Fighting For The Single Family (the Fight).mp3,324,High Bitrate (256-400 kbps),13.38,Unknown,Unknown,Unknown
553. Grant Miller - Doctor For My Heart (12'' Version).mp3,324,High Bitrate (256-400 kbps),12.21,Unknown,Unknown,Unknown
1124. Savage - I'm Loosing You (Extended Vocal).mp3,324,High Bitrate (256-400 kbps),14.41,Unknown,Unknown,Unknown
039. New Order - True Faith (2015 Remaster).mp3,324,High Bitrate (256-400 kbps),9.75,Unknown,Unknown,Unknown
554. Grant Miller - Red For Love.mp3,324,High Bitrate (256-400 kbps),12.62,Unknown,Unknown,Unknown
1385. Winder - Run For Love (12'' Version).mp3,324,High Bitrate (256-400 kbps),11.83,Unknown,Unknown,Unknown
913. New Baccara - Talisman.mp3,324,High Bitrate (256-400 kbps),13.46,Unknown,Unknown,Unknown
78. Atlanta - Something More Than Funky.mp3,324,High Bitrate (256-400 kbps),14.26,Unknown,Unknown,Unknown
140. Who s That Girl - La Isla Bonita.mp3,324,High Bitrate (256-400 kbps),12.99,Unknown,Unknown,Unknown
617. Jellybean - The Real Thing.mp3,324,High Bitrate (256-400 kbps),13.00,Unknown,Unknown,Unknown
267. Chi Chi Liah - Proud Mary.mp3,324,High Bitrate (256-400 kbps),15.80,Unknown,Unknown,Unknown
685. Ken Laszlo - 1. 2. 3. 4. 5. 6. 7. 8.mp3,324,High Bitrate (256-400 kbps),12.33,Unknown,Unknown,Unknown
853. Mike Mareen - Love Spy.mp3,324,High Bitrate (256-400 kbps),14.72,Unknown,Unknown,Unknown
1143. Secret Service - Flash In The Night.mp3,324,High Bitrate (256-400 kbps),11.85,Unknown,Unknown,Unknown
1358. Venus - Hot Sun On Video (Maxi Version).mp3,324,High Bitrate (256-400 kbps),12.25,Unknown,Unknown,Unknown
863. Miro Miroe - Nights Of Arabia.mp3,324,High Bitrate (256-400 kbps),15.84,Unknown,Unknown,Unknown
098. T.H.Express-(I'm)OnYourSide.mp3,324,High Bitrate (256-400 kbps),12.70,Unknown,Unknown,Unknown
333. David Lyme - Play Boy.mp3,324,High Bitrate (256-400 kbps),13.28,Unknown,Unknown,Unknown
1370. Visions - Everybody (Remix).mp3,324,High Bitrate (256-400 kbps),13.18,Unknown,Unknown,Unknown
046. Alannah Myles - Black Velvet.mp3,324,High Bitrate (256-400 kbps),11.10,Unknown,Unknown,Unknown
1383. William Pitt - City Lights (Extended).mp3,324,High Bitrate (256-400 kbps),11.95,Unknown,Unknown,Unknown
"732. Lala - Johnny, Johnny.mp3",324,High Bitrate (256-400 kbps),11.37,Unknown,Unknown,Unknown
816. Max-Him - Melanie.mp3,324,High Bitrate (256-400 kbps),13.38,Unknown,Unknown,Unknown
724. Laban - Love In Siberia (Extended Version).mp3,324,High Bitrate (256-400 kbps),11.60,Unknown,Unknown,Unknown
247. Caroline Loeb - C'est La Ouate.mp3,324,High Bitrate (256-400 kbps),14.12,Unknown,Unknown,Unknown
1334. Twenty One - The Eyes Of Don Johnson (Maxi Version).mp3,324,High Bitrate (256-400 kbps),11.90,Unknown,Unknown,Unknown
709. Kofi & The Love Tones - Countdown.mp3,324,High Bitrate (256-400 kbps),10.53,Unknown,Unknown,Unknown
294. Cruisin' Gang - Be My Life.mp3,324,High Bitrate (256-400 kbps),11.07,Unknown,Unknown,Unknown
1271. The Human League - Don't You Want Me (Arp Mix).mp3,324,High Bitrate (256-400 kbps),13.72,Unknown,Unknown,Unknown
686. Ken Laszlo - Don't Cry (Remix Version).mp3,324,High Bitrate (256-400 kbps),13.17,Unknown,Unknown,Unknown
1280. The Midnight Shift - Stop Me Now.mp3,324,High Bitrate (256-400 kbps),15.07,Unknown,Unknown,Unknown
035. C.C. Catch - Summer Kisses .mp3,324,High Bitrate (256-400 kbps),14.19,Unknown,Unknown,Unknown
1310. Tolerance - Machinery.mp3,324,High Bitrate (256-400 kbps),13.26,Unknown,Unknown,Unknown
189. Boys Next Door - Lady Of The Night.mp3,324,High Bitrate (256-400 kbps),12.26,Unknown,Unknown,Unknown
1381. Wild Mary - No One Knows (Extended Mix).mp3,324,High Bitrate (256-400 kbps),15.30,Unknown,Unknown,Unknown
528. Gazebo - Masterpiece.mp3,324,High Bitrate (256-400 kbps),9.84,Unknown,Unknown,Unknown
654. Joy - Hello (Extended Special Dance Mix).mp3,324,High Bitrate (256-400 kbps),13.38,Unknown,Unknown,Unknown
83. Azul Y Negro - Fu-man-chu.mp3,324,High Bitrate (256-400 kbps),11.35,Unknown,Unknown,Unknown
997. Power Machine - Don't Stop.mp3,324,High Bitrate (256-400 kbps),13.66,Unknown,Unknown,Unknown
031. Foreigner - I Want To Know What Love Is.mp3,324,High Bitrate (256-400 kbps),11.49,Unknown,Unknown,Unknown
737. Latin Lover - Dr. Love (passion Mix).mp3,324,High Bitrate (256-400 kbps),13.56,Unknown,Unknown,Unknown
1126. Savage - Radio.mp3,324,High Bitrate (256-400 kbps),13.65,Unknown,Unknown,Unknown
814. Max Him - Lady Fantazy.mp3,324,High Bitrate (256-400 kbps),14.43,Unknown,Unknown,Unknown
102. Savage Garden - To The Moon & Back.mp3,324,High Bitrate (256-400 kbps),13.22,Unknown,Unknown,Unknown
284. Club House - Superstition Medley With Good Times.mp3,324,High Bitrate (256-400 kbps),14.85,Unknown,Unknown,Unknown
176. Boney M - Never Change Lovers In The Middle Of The Night.mp3,324,High Bitrate (256-400 kbps),12.91,Unknown,Unknown,Unknown
1296. The Waterboys - The Whole Of The Moon.mp3,324,High Bitrate (256-400 kbps),11.68,Unknown,Unknown,Unknown
1123. Savage - Good Bye (Extended Version).mp3,324,High Bitrate (256-400 kbps),15.51,Unknown,Unknown,Unknown
89. Baby's Gang - Challenger.mp3,324,High Bitrate (256-400 kbps),12.23,Unknown,Unknown,Unknown
321. Dave Force - Play Your Game.mp3,324,High Bitrate (256-400 kbps),12.88,Unknown,Unknown,Unknown
748. Leopold Nord & Vous - C'est L'amour (Remix).mp3,324,High Bitrate (256-400 kbps),12.50,Unknown,Unknown,Unknown
592. Indeep - When Boys Talk.mp3,324,High Bitrate (256-400 kbps),13.75,Unknown,Unknown,Unknown
"496. Francesco Napoli - Balla, Balla.mp3",324,High Bitrate (256-400 kbps),13.00,Unknown,Unknown,Unknown
239. Camaro's Gang - Move A Little Closer.mp3,324,High Bitrate (256-400 kbps),14.22,Unknown,Unknown,Unknown
164. Body Games - Stop Love.mp3,324,High Bitrate (256-400 kbps),12.64,Unknown,Unknown,Unknown
1263. The Cover Girls - Show Me.mp3,324,High Bitrate (256-400 kbps),14.96,Unknown,Unknown,Unknown
1293. The Twins - Face To Face.mp3,324,High Bitrate (256-400 kbps),11.65,Unknown,Unknown,Unknown
123. Barbara - A Far L'amore Comincia Tu.mp3,324,High Bitrate (256-400 kbps),13.96,Unknown,Unknown,Unknown
005. Silent Circle - Touch In The Night.mp3,324,High Bitrate (256-400 kbps),11.99,Unknown,Unknown,Unknown
207. Bros - When Will I Be Famous.mp3,324,High Bitrate (256-400 kbps),11.73,Unknown,Unknown,Unknown
886. Monte Kristo - Sherry Mi-Sai.mp3,324,High Bitrate (256-400 kbps),13.84,Unknown,Unknown,Unknown
322. Dave Merlin - Electric Nights (disco Remix Ii).mp3,324,High Bitrate (256-400 kbps),13.62,Unknown,Unknown,Unknown
60. Animotion - Obsession.mp3,324,High Bitrate (256-400 kbps),12.90,Unknown,Unknown,Unknown
960. Patty Ryan - Stay With Me Tonight (Extended).mp3,324,High Bitrate (256-400 kbps),13.29,Unknown,Unknown,Unknown
043. Stevie Nicks - Edge Of Seventeen (2016 Remaster).mp3,324,High Bitrate (256-400 kbps),12.71,Unknown,Unknown,Unknown
574. Howard Grace - Monovision.mp3,324,High Bitrate (256-400 kbps),13.15,Unknown,Unknown,Unknown
1130. Schiffer - Get It Right.mp3,324,High Bitrate (256-400 kbps),15.10,Unknown,Unknown,Unknown
467. Fancy - Chinese Eyes.mp3,324,High Bitrate (256-400 kbps),13.37,Unknown,Unknown,Unknown
1238. T.H. Virgin - New Lover.mp3,324,High Bitrate (256-400 kbps),12.07,Unknown,Unknown,Unknown
544. Glamour Station - Every Body Does It.mp3,324,High Bitrate (256-400 kbps),12.65,Unknown,Unknown,Unknown
"401. Dschinghis Khan - Israel, Israel.mp3",324,High Bitrate (256-400 kbps),13.23,Unknown,Unknown,Unknown
1221. Supermax - Justice (For The Flowers And The Trees).mp3,324,High Bitrate (256-400 kbps),14.70,Unknown,Unknown,Unknown
918. Nicole Mc Cloud - Do You Want Me Love.mp3,324,High Bitrate (256-400 kbps),11.23,Unknown,Unknown,Unknown
494. Fpi Project - Rich In Paradise.mp3,324,High Bitrate (256-400 kbps),13.58,Unknown,Unknown,Unknown
291. Costas Charitodiplomenos - Lost In The Night.mp3,324,High Bitrate (256-400 kbps),15.69,Unknown,Unknown,Unknown
971. Paula Evans - Ciao (Extended Version).mp3,324,High Bitrate (256-400 kbps),11.91,Unknown,Unknown,Unknown
1226. Suzy Q - Computer Music.mp3,324,High Bitrate (256-400 kbps),13.26,Unknown,Unknown,Unknown
286. Coco Bill - Evita (avoid).mp3,324,High Bitrate (256-400 kbps),15.57,Unknown,Unknown,Unknown
520. Garland - Hearbeat.mp3,324,High Bitrate (256-400 kbps),12.26,Unknown,Unknown,Unknown
1034. Ric Fellini - Souvenir D'amour.mp3,324,High Bitrate (256-400 kbps),13.64,Unknown,Unknown,Unknown
115. Baltimora - Tarzan Boy.mp3,324,High Bitrate (256-400 kbps),14.43,Unknown,Unknown,Unknown
150. Blondie - Atomic.mp3,324,High Bitrate (256-400 kbps),10.80,Unknown,Unknown,Unknown
387. Dorian Gray - Cry (Vocal Version).mp3,324,High Bitrate (256-400 kbps),12.83,Unknown,Unknown,Unknown
097. Ideal - Monotonie.mp3,324,High Bitrate (256-400 kbps),11.00,Unknown,Unknown,Unknown
837. Michael Fortunati - Into The Night.mp3,324,High Bitrate (256-400 kbps),13.59,Unknown,Unknown,Unknown
1198. Spagna - I Wanna Be Your Wife.mp3,324,High Bitrate (256-400 kbps),12.82,Unknown,Unknown,Unknown
1346. Valerie Claire - Shoot Me Gino (Shotgun Version).mp3,324,High Bitrate (256-400 kbps),13.26,Unknown,Unknown,Unknown
1216. Stephanie - Ouragan.mp3,324,High Bitrate (256-400 kbps),10.80,Unknown,Unknown,Unknown
45. Amanda Lear - Fashion Pack.mp3,324,High Bitrate (256-400 kbps),12.00,Unknown,Unknown,Unknown
728. Laid Back - High Society Girl (Remix).mp3,324,High Bitrate (256-400 kbps),14.18,Unknown,Unknown,Unknown
616. Jellybean - Just A Mirage (Remix).mp3,324,High Bitrate (256-400 kbps),13.36,Unknown,Unknown,Unknown
1063. Roger Meno - What My Heart Wanna Say.mp3,324,High Bitrate (256-400 kbps),14.03,Unknown,Unknown,Unknown
1286. The Puppets - The Way Of Life.mp3,324,High Bitrate (256-400 kbps),13.53,Unknown,Unknown,Unknown
537. Gim-mix Featuring Danielle Deneuve - Le Parisien.mp3,324,High Bitrate (256-400 kbps),13.87,Unknown,Unknown,Unknown
153. Blue Monday - No Return (Extended Version).mp3,324,High Bitrate (256-400 kbps),12.17,Unknown,Unknown,Unknown
31 - Tears for Fears - Shout.mp3,324,High Bitrate (256-400 kbps),15.19,Unknown,Unknown,Unknown
345. Del Faro - Bandiera La Playa Del Sol (mix 1).mp3,324,High Bitrate (256-400 kbps),11.76,Unknown,Unknown,Unknown
84. Azul Y Negro - Me Estoy Volviendo Loco.mp3,324,High Bitrate (256-400 kbps),14.22,Unknown,Unknown,Unknown
002. Tina Turner - The Best.mp3,324,High Bitrate (256-400 kbps),12.72,Unknown,Unknown,Unknown
868. Modern Talking - Brother Louie (Special Long Version).mp3,324,High Bitrate (256-400 kbps),12.74,Unknown,Unknown,Unknown
881. Modern Talking - You Can Win If You Want (Special Dance Version).mp3,324,High Bitrate (256-400 kbps),12.29,Unknown,Unknown,Unknown
166. Body Power - Nothing.mp3,324,High Bitrate (256-400 kbps),14.47,Unknown,Unknown,Unknown
734. Laser Dance - Power Run (Swedish Remix).mp3,324,High Bitrate (256-400 kbps),14.05,Unknown,Unknown,Unknown
1023. Radiorama - Yeti.mp3,324,High Bitrate (256-400 kbps),14.16,Unknown,Unknown,Unknown
1211. Stefano Pulga - Take Me Higher.mp3,324,High Bitrate (256-400 kbps),13.02,Unknown,Unknown,Unknown
1196. Spagna - Call Me.mp3,324,High Bitrate (256-400 kbps),9.49,Unknown,Unknown,Unknown
229. C.C. Catch - Soul Survivor (long Version - Survivor Mix).mp3,324,High Bitrate (256-400 kbps),12.07,Unknown,Unknown,Unknown
